Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
08-04-2022,West,Accessories,Supplier A,Warehouse 2,Pending,572.0,3745,3685.390934,True,27.0,False,14015.56004,3487.0,8556
09-04-2022,North,Furniture,Supplier D,Warehouse 3,Fulfilled,427.0,3229,11031.40076,True,6.0,False,51030.54117,3746.5,8125
10-04-2022,North,Clothing,,Warehouse 1,Fulfilled,656.0,4264,14225.67931,True,15.0,False,128945.4464,2766.0,5515
11-04-2022,West,Electronics,Supplier A,Warehouse 2,Fulfilled,413.0,1268,4290.26109,True,26.0,False,47247.56799,2756.0,6662
12-04-2022,West,Electronics,Supplier D,Warehouse 3,Fulfilled,978.0,4244,5670.829237,True,28.0,False,148307.5532,2214.0,7395
13-04-2022,South,Clothing,Supplier B,Warehouse 2,Fulfilled,235.0,184,12853.55418,True,14.0,False,,1716.5,6542
14-04-2022,West,Electronics,Supplier A,Warehouse 1,Fulfilled,470.0,3249,10683.7122,True,20.0,False,81416.414,3581.5,6135
15-04-2022,South,Clothing,Supplier D,Warehouse 3,Fulfilled,471.0,3914,7557.890201,True,5.0,False,32127.89236,2447.0,5442
16-04-2022,West,Furniture,Supplier B,Warehouse 3,Fulfilled,797.0,980,14248.87835,True,3.0,False,158947.9415,1148.0,6090
17-04-2022,South,Clothing,Supplier A,Warehouse 3,Fulfilled,771.0,1316,13306.29927,True,9.0,False,28586.15751,2077.0,7157
18-04-2022,West,Clothing,Supplier A,Warehouse 2,Fulfilled,732.0,2838,10521.03512,True,16.0,False,57999.24045,2202.5,6317
19-04-2022,West,Electronics,Supplier A,Warehouse 1,Fulfilled,184.0,1567,14737.50853,True,11.0,False,35130.82311,1524.0,8266
20-04-2022,South,Furniture,Supplier B,Warehouse 1,Fulfilled,308.0,1481,10435.42108,True,,False,26438.37301,2771.0,6634
21-04-2022,West,Electronics,Supplier A,Warehouse 1,Fulfilled,323.0,4061,3840.728537,True,28.0,False,40092.96439,2306.5,6656
22-04-2022,North,Clothing,Supplier C,Warehouse 1,Fulfilled,999.0,552,10957.75478,True,20.0,False,190841.4954,2489.0,9473
23-04-2022,West,Furniture,Supplier C,Warehouse 3,Fulfilled,221.0,4426,1405.95654,True,26.0,False,18467.82142,4285.0,7562
24-04-2022,West,Electronics,Supplier D,Warehouse 1,Canceled,934.0,4144,9208.796123,True,28.0,False,59462.07935,4190.5,8595
25-04-2022,West,Accessories,Supplier A,Warehouse 3,Fulfilled,536.0,4237,7737.962582,True,27.0,False,97347.78829,3688.0,7470
26-04-2022,South,Accessories,Supplier B,Warehouse 2,Fulfilled,741.0,3139,976.4221172,True,23.0,False,32993.29363,4056.0,6923
27-04-2022,West,Furniture,Supplier B,Warehouse 1,Pending,819.0,4973,1872.874362,True,3.0,False,126908.5694,4611.5,8155
28-04-2022,West,Accessories,Supplier D,Warehouse 2,Fulfilled,320.0,4250,1219.105869,True,15.0,False,24644.63776,2447.5,8231
29-04-2022,West,Accessories,Supplier B,Warehouse 2,Fulfilled,166.0,645,9256.846433,True,12.0,True,23022.1306,662.0,6222
30-04-2022,South,Furniture,Supplier A,Warehouse 3,Fulfilled,751.0,679,4678.385582,True,19.0,False,27714.74905,2305.5,5979
01-05-2022,West,Electronics,Supplier B,Warehouse 1,Pending,796.0,3932,6749.324154,True,4.0,True,120204.0788,2198.0,7770
02-05-2022,East,Clothing,Supplier C,Warehouse 1,Fulfilled,210.0,464,9524.451006,True,1.0,True,16534.90573,291.0,8865
03-05-2022,North,Electronics,Supplier D,Warehouse 3,Pending,590.0,118,14992.28447,True,27.0,False,100240.7083,542.5,5604
04-05-2022,East,Clothing,Supplier A,Warehouse 3,Fulfilled,808.0,967,2588.046747,True,6.0,False,69809.77509,1767.0,8370
05-05-2022,West,Furniture,Supplier B,Warehouse 2,Fulfilled,893.0,2567,3373.990846,True,12.0,False,,3412.0,8913
06-05-2022,,Accessories,Supplier A,Warehouse 3,Pending,454.0,4257,10023.82085,True,23.0,False,30627.55848,2200.5,5993
07-05-2022,South,Clothing,Supplier A,Warehouse 1,Fulfilled,295.0,144,4159.824867,True,18.0,False,8544.7983,328.5,9362
08-05-2022,South,Furniture,Supplier B,Warehouse 3,Fulfilled,954.0,513,10847.95508,False,21.0,True,22920.7813,507.5,7275
09-05-2022,North,Accessories,Supplier A,Warehouse 1,Fulfilled,472.0,502,10765.14328,True,5.0,False,20739.55996,2515.0,9034
10-05-2022,North,Furniture,Supplier B,Warehouse 3,Pending,204.0,4528,13175.44936,True,7.0,False,8976.685688,3356.0,5286
11-05-2022,East,Clothing,Supplier D,Warehouse 1,Canceled,911.0,2184,14339.13031,True,6.0,True,140312.4334,2670.5,6204
12-05-2022,East,Accessories,Supplier B,Warehouse 3,Pending,679.0,3157,5990.776045,True,20.0,False,17547.27853,2627.5,8776
13-05-2022,South,Furniture,Supplier D,Warehouse 3,Fulfilled,573.0,2098,10154.93761,False,29.0,False,18829.4954,1181.0,8116
14-05-2022,North,Electronics,Supplier B,Warehouse 3,Fulfilled,278.0,264,9459.066489,True,7.0,False,49521.00114,1281.0,6796
15-05-2022,North,Electronics,Supplier B,Warehouse 1,Pending,82.0,2298,1595.232403,True,14.0,False,13611.92515,3350.0,9711
16-05-2022,East,Electronics,Supplier C,Warehouse 3,Pending,,4402,7616.749368,True,26.0,False,59649.32502,3828.5,6027
17-05-2022,South,Clothing,Supplier B,Warehouse 2,Fulfilled,810.0,3255,4156.08736,True,29.0,False,34902.75343,3687.5,8333
18-05-2022,North,Furniture,Supplier C,Warehouse 1,Fulfilled,591.0,4120,11154.04626,True,13.0,False,15928.03451,3768.5,6665
19-05-2022,West,Accessories,Supplier B,Warehouse 1,Pending,,3417,3122.680604,True,23.0,False,,3721.5,5676
20-05-2022,East,Accessories,Supplier C,Warehouse 2,Fulfilled,815.0,4026,7646.996141,True,10.0,False,61566.7052,4030.0,5701
21-05-2022,East,Accessories,Supplier A,Warehouse 3,Fulfilled,656.0,4034,11873.88215,True,22.0,False,113100.9326,2990.5,6229
22-05-2022,West,Electronics,Supplier C,Warehouse 1,Fulfilled,963.0,1947,6115.067699,True,21.0,True,58452.03422,1690.5,8292
23-05-2022,North,Electronics,Supplier A,Warehouse 2,Pending,150.0,1434,11086.88772,True,5.0,True,13468.0799,1060.5,6566
24-05-2022,West,Furniture,Supplier B,Warehouse 2,Fulfilled,68.0,687,1992.123781,True,16.0,False,2633.11244,770.0,5624
25-05-2022,East,Electronics,Supplier D,Warehouse 3,Fulfilled,647.0,853,9007.847725,True,24.0,False,120622.8381,2008.5,5738
26-05-2022,North,Furniture,Supplier C,Warehouse 3,Fulfilled,713.0,3164,5377.013037,True,29.0,True,32620.40795,1985.0,5810
27-05-2022,South,Clothing,Supplier D,Warehouse 3,Fulfilled,761.0,806,2490.89894,True,27.0,False,63557.13947,2198.5,9043
28-05-2022,West,Electronics,Supplier C,Warehouse 3,Fulfilled,93.0,3591,13367.90452,True,8.0,False,2108.906631,4132.0,6217
29-05-2022,North,Electronics,,Warehouse 1,Fulfilled,631.0,4673,4406.559395,True,6.0,False,80517.65068,4105.5,6263
30-05-2022,East,Accessories,Supplier B,Warehouse 2,Fulfilled,439.0,3538,12061.38368,False,,False,83905.3215,3394.5,8216
31-05-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,798.0,3251,11161.14264,False,,True,97473.67148,4067.5,9768
01-06-2022,North,Electronics,Supplier B,Warehouse 2,Fulfilled,139.0,4884,,True,16.0,False,20426.19627,4391.5,7425
02-06-2022,West,Clothing,Supplier D,Warehouse 1,Fulfilled,648.0,3899,13345.87066,True,9.0,False,63946.17529,4010.5,5152
03-06-2022,North,Clothing,,Warehouse 1,Pending,907.0,4122,5009.601553,True,19.0,False,140350.6759,2648.0,8546
04-06-2022,West,Accessories,Supplier C,Warehouse 1,Fulfilled,491.0,1174,2321.426391,True,4.0,False,29506.49691,1940.5,9278
05-06-2022,South,Clothing,Supplier A,Warehouse 1,Fulfilled,432.0,2707,3248.026127,True,19.0,False,14359.28525,3122.5,6950
06-06-2022,South,Clothing,Supplier B,Warehouse 1,Fulfilled,306.0,3538,3475.691266,True,19.0,False,46202.24027,2282.0,6446
07-06-2022,North,Accessories,Supplier B,Warehouse 2,Fulfilled,302.0,1026,,True,24.0,False,19978.29312,2218.0,6862
08-06-2022,South,Clothing,Supplier B,Warehouse 1,Fulfilled,504.0,3410,11347.53218,True,6.0,False,51972.51429,2250.0,5439
09-06-2022,North,Electronics,Supplier A,Warehouse 1,Pending,304.0,1090,4839.102079,True,13.0,False,28705.25701,1809.5,9714
10-06-2022,West,Furniture,Supplier C,Warehouse 2,Fulfilled,742.0,2529,6499.127015,True,7.0,False,24156.74656,1437.5,9970
11-06-2022,North,Electronics,Supplier D,Warehouse 3,Fulfilled,139.0,346,842.0835328,True,14.0,False,9261.161037,2130.5,7986
12-06-2022,North,Clothing,Supplier B,Warehouse 3,Pending,579.0,3915,8079.287084,True,19.0,False,79478.19958,4291.0,6174
13-06-2022,West,Electronics,Supplier D,Warehouse 1,Fulfilled,853.0,4667,10074.86954,True,12.0,False,81959.35208,4199.5,8543
14-06-2022,East,Electronics,Supplier A,Warehouse 1,Fulfilled,271.0,3732,14423.16205,False,25.0,False,40157.11879,2364.5,6536
15-06-2022,North,Accessories,Supplier D,Warehouse 1,Fulfilled,317.0,997,8954.481424,True,13.0,False,35581.80662,1679.5,9193
16-06-2022,South,Furniture,Supplier B,Warehouse 1,Fulfilled,157.0,2362,12046.1424,True,28.0,False,23776.70014,2354.0,9160
17-06-2022,West,Furniture,Supplier C,Warehouse 2,Fulfilled,115.0,2346,8457.307959,True,12.0,False,17096.58133,1640.5,9881
18-06-2022,North,Electronics,Supplier C,Warehouse 2,Fulfilled,252.0,935,6885.426234,True,22.0,True,42803.4859,733.5,8594
19-06-2022,East,Clothing,Supplier B,Warehouse 3,Fulfilled,327.0,532,13821.83592,True,28.0,False,49545.28919,1917.5,5596
20-06-2022,North,Clothing,Supplier C,Warehouse 3,Fulfilled,719.0,3303,,True,17.0,False,49924.96912,2288.0,8008
21-06-2022,East,Electronics,Supplier B,Warehouse 1,Fulfilled,591.0,1273,12811.13451,True,12.0,False,69365.44826,1145.5,7143
22-06-2022,North,Furniture,Supplier C,Warehouse 2,Pending,,1018,8640.85648,True,23.0,False,36415.29707,2887.0,5982
23-06-2022,East,Accessories,Supplier B,Warehouse 1,Fulfilled,538.0,4756,6922.789656,True,19.0,True,68865.402,4306.5,8406
24-06-2022,North,Accessories,Supplier D,Warehouse 1,Fulfilled,88.0,3857,2537.355895,False,24.0,False,9628.105405,2103.5,5766
25-06-2022,West,Accessories,Supplier B,Warehouse 2,Canceled,993.0,350,9689.434264,True,13.0,False,179787.4758,1432.5,7610
26-06-2022,West,Electronics,Supplier C,Warehouse 1,Pending,991.0,2515,11045.39282,True,13.0,False,76652.64775,2763.0,9326
27-06-2022,West,Accessories,Supplier B,Warehouse 2,Canceled,353.0,3011,9906.659514,False,18.0,False,30080.25179,2952.0,5130
28-06-2022,South,Electronics,Supplier D,Warehouse 2,Fulfilled,600.0,2893,6688.460397,True,19.0,False,54384.04364,1929.0,5570
29-06-2022,South,Clothing,Supplier C,Warehouse 1,Fulfilled,578.0,965,12581.27907,True,8.0,False,113898.1689,2102.5,5113
30-06-2022,West,Electronics,Supplier C,Warehouse 3,Fulfilled,470.0,3240,4358.565364,True,7.0,False,48215.06833,3373.5,5411
01-07-2022,South,Electronics,Supplier A,Warehouse 1,Fulfilled,309.0,3507,14881.56099,True,3.0,False,32337.44507,3168.0,7691
02-07-2022,North,Clothing,Supplier A,Warehouse 3,Fulfilled,80.0,2829,7871.15457,True,24.0,False,11500.03014,3014.0,6475
03-07-2022,North,Electronics,Supplier A,Warehouse 2,Fulfilled,236.0,3199,11126.72307,True,27.0,True,17072.84179,1866.0,8962
04-07-2022,East,Accessories,Supplier C,Warehouse 2,Fulfilled,812.0,533,13434.85347,True,11.0,False,93491.38599,2578.5,9413
05-07-2022,South,Clothing,Supplier B,Warehouse 3,Fulfilled,608.0,4624,9861.140155,True,10.0,True,40208.72368,2747.5,7649
06-07-2022,East,Furniture,Supplier A,Warehouse 2,Fulfilled,404.0,871,10507.48052,True,2.0,False,43353.22367,1484.0,8659
07-07-2022,East,Furniture,Supplier A,Warehouse 3,Fulfilled,577.0,2097,3018.238736,True,18.0,False,55113.38748,3198.5,7782
08-07-2022,South,Furniture,Supplier B,Warehouse 3,Canceled,462.0,4300,2040.562773,True,3.0,False,23202.82983,2312.5,5251
09-07-2022,South,Accessories,Supplier A,Warehouse 2,Pending,557.0,325,1278.60764,True,18.0,False,87800.67427,2255.5,9644
10-07-2022,East,Accessories,Supplier B,Warehouse 2,Pending,205.0,4186,14242.65894,True,15.0,False,30567.02409,3710.0,9438
11-07-2022,East,Clothing,Supplier C,Warehouse 3,Canceled,707.0,3234,8931.082245,False,25.0,False,132759.347,3668.0,9793
12-07-2022,South,Electronics,Supplier A,Warehouse 2,Fulfilled,426.0,4102,10912.4752,True,20.0,False,61706.60047,4477.5,6665
13-07-2022,West,Electronics,Supplier D,Warehouse 1,Fulfilled,895.0,4853,8123.669882,True,29.0,False,154443.3736,3142.5,6856
14-07-2022,North,Furniture,Supplier B,Warehouse 3,Fulfilled,593.0,1432,10323.21864,True,1.0,False,84709.30642,1052.0,8111
15-07-2022,East,Furniture,Supplier A,Warehouse 3,Pending,332.0,672,9292.598696,True,19.0,False,24829.01874,1891.0,9641
16-07-2022,East,Clothing,Supplier B,Warehouse 3,Fulfilled,860.0,3110,3294.020873,True,22.0,False,79918.40763,3703.0,7905
17-07-2022,West,Clothing,Supplier D,Warehouse 2,Canceled,684.0,4296,9424.045596,False,7.0,False,89680.87728,2919.5,6940
18-07-2022,South,Clothing,Supplier B,Warehouse 1,Fulfilled,805.0,1543,13781.05696,True,14.0,False,100013.6577,2662.0,9914
19-07-2022,West,Furniture,Supplier D,Warehouse 2,Pending,995.0,3781,1371.574063,True,17.0,True,107431.7703,3450.0,8978
20-07-2022,West,Furniture,Supplier D,Warehouse 1,Fulfilled,341.0,3119,7800.945914,True,28.0,False,10231.41895,3764.5,9822
21-07-2022,North,Clothing,Supplier A,Warehouse 1,Canceled,969.0,4410,9665.775213,True,9.0,False,143976.6262,4704.5,5430
22-07-2022,North,Clothing,Supplier A,Warehouse 3,Pending,814.0,4999,12111.63898,True,6.0,False,60729.76443,4542.0,9766
23-07-2022,East,Accessories,Supplier D,Warehouse 1,Fulfilled,569.0,4085,4225.257128,True,28.0,True,52031.71925,3118.0,5790
24-07-2022,East,Clothing,Supplier C,Warehouse 2,Pending,340.0,2151,9626.643811,True,2.0,False,8255.134181,1632.0,7306
25-07-2022,North,Electronics,Supplier D,Warehouse 2,Fulfilled,238.0,1113,8353.155381,True,4.0,False,29308.51782,1891.0,7961
26-07-2022,West,Accessories,Supplier B,Warehouse 1,Pending,506.0,2669,13637.27653,True,21.0,False,20119.03142,3585.5,6557
27-07-2022,South,Electronics,Supplier B,Warehouse 2,Pending,227.0,4502,12802.99204,True,5.0,False,4805.386354,4439.5,6317
28-07-2022,North,Clothing,Supplier B,Warehouse 1,Fulfilled,527.0,4377,3531.342867,True,6.0,True,57739.97817,4071.5,7970
29-07-2022,North,Electronics,Supplier D,Warehouse 1,Fulfilled,120.0,3766,5012.323698,True,16.0,False,22555.73476,2043.0,7443
30-07-2022,West,Electronics,Supplier A,Warehouse 3,Pending,562.0,320,13834.70617,True,20.0,False,103420.5746,1433.0,8370
31-07-2022,West,Clothing,Supplier B,Warehouse 2,Pending,309.0,2546,14347.83233,True,16.0,False,17981.47288,1650.0,7630
01-08-2022,East,Electronics,Supplier A,Warehouse 3,Fulfilled,779.0,754,6988.753593,True,25.0,False,71276.40821,2255.5,7310
02-08-2022,South,Accessories,Supplier A,Warehouse 3,Fulfilled,551.0,3757,6978.363309,True,24.0,False,90463.99756,2312.0,7442
03-08-2022,North,Electronics,Supplier D,Warehouse 3,Fulfilled,476.0,867,11750.1482,True,25.0,False,60424.32725,2069.5,7959
04-08-2022,North,Accessories,Supplier D,Warehouse 3,Fulfilled,693.0,3272,2657.726361,True,25.0,True,129927.7748,2297.5,9369
05-08-2022,North,Furniture,Supplier D,Warehouse 3,Fulfilled,,1323,646.6592591,True,27.0,True,63639.19249,2531.0,8544
06-08-2022,South,Furniture,Supplier D,Warehouse 2,Fulfilled,565.0,3739,3042.3465,True,6.0,False,101900.1533,4002.5,5008
07-08-2022,South,Accessories,,Warehouse 2,Fulfilled,,4266,14990.37606,True,29.0,True,136976.5235,2455.0,8873
08-08-2022,East,Furniture,Supplier B,Warehouse 1,Fulfilled,237.0,644,4389.630204,True,21.0,False,17808.65958,974.0,8552
09-08-2022,South,Furniture,Supplier D,Warehouse 3,Canceled,998.0,1304,10619.03373,False,9.0,True,24301.96206,2143.5,7348
10-08-2022,North,Clothing,Supplier C,Warehouse 3,Fulfilled,797.0,2983,6504.906961,True,11.0,False,154072.2305,1752.0,8041
11-08-2022,South,Accessories,Supplier D,Warehouse 1,Fulfilled,562.0,521,13088.9446,True,19.0,True,53458.91562,843.0,8204
12-08-2022,West,Furniture,Supplier C,Warehouse 1,Fulfilled,722.0,1165,12466.10567,False,6.0,True,134443.0715,1951.0,7703
13-08-2022,North,Electronics,,Warehouse 1,Fulfilled,869.0,2737,12183.57682,True,12.0,False,,1703.0,8088
14-08-2022,South,Furniture,Supplier B,Warehouse 3,Fulfilled,791.0,669,9713.70485,True,17.0,True,63594.31935,1592.0,7078
15-08-2022,East,Clothing,Supplier D,Warehouse 1,Fulfilled,355.0,2515,10244.28655,True,10.0,False,67731.24908,2001.5,8400
16-08-2022,South,Electronics,Supplier C,Warehouse 2,Canceled,,1488,2025.683551,True,9.0,False,24902.8953,2126.5,8127
17-08-2022,North,Accessories,Supplier D,Warehouse 3,Pending,545.0,2765,10139.86087,True,20.0,False,66209.11267,2366.5,5224
18-08-2022,North,Accessories,Supplier D,Warehouse 1,Pending,440.0,1968,13554.52747,True,11.0,False,13291.00839,1472.5,6625
19-08-2022,West,Furniture,Supplier D,Warehouse 2,Fulfilled,490.0,977,11555.44557,True,16.0,False,69788.59874,1803.0,9419
20-08-2022,South,Accessories,Supplier D,Warehouse 1,Fulfilled,699.0,2629,6509.293681,True,14.0,False,37114.93115,1462.5,8696
21-08-2022,South,Furniture,Supplier A,Warehouse 3,Pending,379.0,296,2322.735644,True,21.0,False,30414.7817,247.0,9044
22-08-2022,North,Clothing,Supplier D,Warehouse 2,Fulfilled,218.0,198,1868.763401,True,12.0,False,5061.35735,1840.5,6231
23-08-2022,West,Electronics,Supplier D,Warehouse 3,Fulfilled,771.0,3483,6611.912146,True,2.0,False,84193.21871,3981.0,9565
24-08-2022,East,Furniture,Supplier C,Warehouse 3,Pending,898.0,4479,4375.250935,True,7.0,True,121347.712,4172.0,8800
25-08-2022,South,Clothing,Supplier A,Warehouse 3,Fulfilled,327.0,3865,6102.337988,True,8.0,False,41484.45327,3384.0,6673
26-08-2022,East,Furniture,Supplier B,Warehouse 1,Fulfilled,,2903,14694.33356,True,12.0,False,68930.75897,3000.0,5348
27-08-2022,East,Clothing,Supplier B,Warehouse 3,Pending,539.0,3097,3943.547614,True,6.0,True,57531.35571,3552.5,6004
28-08-2022,North,Furniture,Supplier B,Warehouse 3,Fulfilled,,4008,13136.58386,True,15.0,False,,3339.5,8300
29-08-2022,East,Furniture,Supplier D,Warehouse 3,Fulfilled,136.0,2671,10397.68956,True,16.0,False,8226.777074,2263.0,8323
30-08-2022,East,Accessories,Supplier C,Warehouse 2,Fulfilled,369.0,1855,5073.537673,True,1.0,False,28702.24978,1481.0,6226
31-08-2022,North,Clothing,Supplier A,Warehouse 2,Fulfilled,471.0,1107,10195.72783,True,21.0,False,23073.4981,731.0,9347
01-09-2022,South,Furniture,Supplier C,Warehouse 2,Fulfilled,555.0,355,6913.864142,True,26.0,True,58768.28864,2453.5,5247
02-09-2022,East,Clothing,Supplier C,Warehouse 2,Fulfilled,293.0,4552,6681.316902,False,23.0,False,41610.79081,4681.5,8191
03-09-2022,South,Electronics,Supplier A,Warehouse 1,Fulfilled,295.0,4811,1612.489292,False,16.0,False,6423.604675,4537.0,7795
04-09-2022,East,Furniture,Supplier A,Warehouse 1,Fulfilled,625.0,4263,5719.890072,True,27.0,False,113118.0961,2308.5,8947
05-09-2022,South,Furniture,Supplier A,Warehouse 3,Fulfilled,230.0,354,10762.42151,True,13.0,False,20284.28504,2369.0,5388
06-09-2022,South,Clothing,Supplier D,Warehouse 1,Fulfilled,608.0,4384,10432.58826,True,12.0,True,32267.22957,2736.5,9684
07-09-2022,North,Accessories,Supplier B,Warehouse 3,Canceled,,1089,,True,16.0,True,39856.15427,1935.5,6885
08-09-2022,North,Accessories,Supplier D,Warehouse 2,Fulfilled,,2782,5061.180188,True,11.0,False,116128.9068,3820.0,7433
09-09-2022,East,Furniture,Supplier B,Warehouse 3,Fulfilled,407.0,4858,8648.247595,True,26.0,False,55965.10725,3733.0,7987
10-09-2022,North,Electronics,Supplier D,Warehouse 2,Fulfilled,996.0,2608,3319.721028,True,25.0,False,,2333.5,5582
11-09-2022,West,Furniture,Supplier D,Warehouse 1,Fulfilled,,2059,5461.702884,True,21.0,False,18321.56352,1834.5,7335
12-09-2022,East,Electronics,Supplier B,Warehouse 2,Fulfilled,671.0,1610,5088.59136,True,18.0,False,40580.41359,3012.0,9664
13-09-2022,North,Furniture,Supplier C,Warehouse 1,Fulfilled,128.0,4414,11062.12607,False,17.0,True,6983.494533,2761.0,5147
14-09-2022,West,Clothing,Supplier B,Warehouse 3,Pending,734.0,1108,7515.824565,True,11.0,False,75435.52481,1226.0,7668
15-09-2022,North,Furniture,Supplier C,Warehouse 1,Pending,,1344,13385.31065,True,24.0,False,11617.83095,2589.0,8821
16-09-2022,East,Clothing,Supplier A,Warehouse 3,Fulfilled,549.0,3834,,True,8.0,False,35837.73156,4225.0,7956
17-09-2022,West,Clothing,Supplier B,Warehouse 3,Canceled,463.0,4616,9215.821927,True,4.0,False,35098.7685,3860.0,6700
18-09-2022,North,Electronics,Supplier B,Warehouse 1,Canceled,799.0,3104,5761.554346,True,29.0,False,72334.86212,3662.5,7243
19-09-2022,West,Clothing,Supplier D,Warehouse 2,Fulfilled,769.0,4221,695.9478134,True,18.0,False,90671.67819,3472.5,8485
20-09-2022,East,Furniture,Supplier C,Warehouse 1,Fulfilled,,2724,7806.738868,True,10.0,False,36858.37885,2790.5,9807
21-09-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,397.0,2857,8701.251152,True,13.0,True,79201.85604,2416.5,5387
22-09-2022,North,Furniture,Supplier B,Warehouse 2,Canceled,847.0,1976,2872.439087,True,21.0,True,96394.36213,2949.5,7339
23-09-2022,West,Accessories,Supplier B,Warehouse 3,Canceled,596.0,3923,9652.227132,True,14.0,False,112864.7076,2138.5,6946
24-09-2022,East,Clothing,Supplier C,Warehouse 1,Fulfilled,383.0,354,814.6513815,False,5.0,False,20785.02271,1940.0,8598
25-09-2022,South,Accessories,Supplier B,Warehouse 3,Fulfilled,831.0,3526,10696.39688,True,6.0,False,17941.06714,4068.5,9675
26-09-2022,East,Furniture,Supplier A,Warehouse 1,Fulfilled,213.0,4611,756.8508338,True,15.0,False,17085.53415,3841.0,6290
27-09-2022,West,Clothing,Supplier D,Warehouse 3,Pending,914.0,3071,5890.041277,False,7.0,False,112053.5734,2484.5,6977
28-09-2022,West,Electronics,Supplier B,Warehouse 3,Fulfilled,516.0,1898,10681.2731,True,8.0,False,12179.78589,1378.5,8302
29-09-2022,,Electronics,Supplier C,Warehouse 2,Pending,590.0,859,10244.76184,True,4.0,False,87205.11672,806.5,5027
30-09-2022,South,Clothing,Supplier B,Warehouse 1,Canceled,,754,4760.019824,True,21.0,False,9071.729424,1873.0,5183
01-10-2022,West,Furniture,Supplier D,Warehouse 1,Fulfilled,970.0,2992,10625.90058,True,12.0,False,32154.84023,3246.5,5628
02-10-2022,East,Furniture,Supplier B,Warehouse 2,Fulfilled,587.0,3501,14893.07045,True,24.0,False,80367.27874,2510.5,6107
03-10-2022,North,Accessories,Supplier D,Warehouse 2,Pending,,1520,10909.12342,True,16.0,False,15534.38146,2332.0,6115
04-10-2022,West,Electronics,Supplier A,Warehouse 3,Fulfilled,416.0,3144,14484.2666,True,21.0,False,43362.74421,3037.0,7490
05-10-2022,East,Clothing,Supplier D,Warehouse 2,Fulfilled,796.0,2930,11296.65615,True,19.0,False,93806.1438,2810.5,9987
06-10-2022,North,Electronics,Supplier C,Warehouse 1,Fulfilled,589.0,2691,4892.704934,False,21.0,False,52277.88746,1559.5,8072
07-10-2022,North,Accessories,Supplier D,Warehouse 2,Pending,547.0,428,1734.58273,True,5.0,False,31741.02708,390.5,6340
08-10-2022,West,Clothing,Supplier A,Warehouse 1,Fulfilled,840.0,353,8264.24177,False,14.0,False,91581.97444,1806.0,6047
09-10-2022,West,Accessories,Supplier D,Warehouse 3,Pending,478.0,3259,1986.196773,True,9.0,False,63174.3565,3868.0,5925
10-10-2022,North,Clothing,Supplier B,Warehouse 2,Fulfilled,264.0,4477,2553.450052,True,8.0,False,36585.51631,3798.0,5978
11-10-2022,East,Electronics,Supplier D,Warehouse 3,Pending,487.0,3119,6944.393886,True,24.0,False,37852.49933,3124.0,9972
12-10-2022,East,Furniture,Supplier A,Warehouse 3,Fulfilled,397.0,3129,6067.231629,True,25.0,False,30172.68385,2932.5,5133
13-10-2022,North,Electronics,Supplier A,Warehouse 1,Fulfilled,,2736,1405.441987,True,7.0,False,29031.76613,3799.5,9811
14-10-2022,South,Electronics,Supplier D,Warehouse 1,Fulfilled,683.0,4863,7878.8362,True,20.0,False,21824.49708,3047.0,6282
15-10-2022,North,Furniture,Supplier C,Warehouse 2,Fulfilled,415.0,1231,12155.96835,True,27.0,False,69950.02671,2174.5,8083
16-10-2022,West,Accessories,,Warehouse 3,Fulfilled,56.0,3118,8347.454604,True,12.0,False,9380.740621,3081.5,5928
17-10-2022,West,Furniture,Supplier B,Warehouse 2,Pending,354.0,3045,12817.31357,True,26.0,False,44810.09262,3402.0,5058
18-10-2022,South,Accessories,Supplier C,Warehouse 2,Fulfilled,529.0,3759,9298.496989,True,27.0,False,101950.5018,3592.5,5157
19-10-2022,,Accessories,Supplier A,Warehouse 2,Fulfilled,124.0,3426,9518.082639,True,25.0,False,2550.850335,2399.5,9123
20-10-2022,North,Clothing,Supplier D,Warehouse 1,Fulfilled,309.0,1373,11738.6861,True,23.0,False,24856.44977,2205.5,8745
21-10-2022,South,Accessories,Supplier A,Warehouse 3,Fulfilled,679.0,3038,14443.385,True,3.0,False,110831.2711,2900.5,9421
22-10-2022,North,Furniture,Supplier C,Warehouse 3,Fulfilled,165.0,2763,,True,23.0,False,12280.7931,2341.5,5807
23-10-2022,East,Electronics,Supplier D,Warehouse 2,Fulfilled,615.0,1920,7064.937897,True,28.0,False,56375.75237,1691.0,5162
24-10-2022,North,Furniture,Supplier A,Warehouse 2,Canceled,167.0,1462,10134.14491,True,26.0,False,28995.62884,2407.5,7383
25-10-2022,East,Electronics,Supplier A,Warehouse 1,Pending,430.0,3353,10227.54086,True,3.0,False,,3467.0,8230
26-10-2022,North,Clothing,Supplier D,Warehouse 1,Pending,650.0,3581,14142.75864,True,18.0,False,18045.95122,1842.5,9341
27-10-2022,East,Electronics,Supplier D,Warehouse 3,Pending,318.0,104,13542.93509,True,26.0,False,56018.97913,2178.0,5169
